Areaname,STCOU,SEX100200F,SEX100200D,SEX100200N1,SEX100200N2,SEX100210F,SEX100210D,SEX100210N1,SEX100210N2,SEX120200F,SEX120200D,SEX120200N1,SEX120200N2,SEX150200F,SEX150200D,SEX150200N1,SEX150200N2,SEX150201F,SEX150201D,SEX150201N1,SEX150201N2,SEX150202F,SEX150202D,SEX150202N1,SEX150202N2,SEX150203F,SEX150203D,SEX150203N1,SEX150203N2,SEX150204F,SEX150204D,SEX150204N1,SEX150204N2,SEX150205F,SEX150205D,SEX150205N1,SEX150205N2,SEX150206F,SEX150206D,SEX150206N1,SEX150206N2
"Sevier, TN",47155,0,34839,0000,0000,0,44313,0000,0000,0,34839,0000,0000,0,35098,0000,0000,0,35879,0000,0000,0,36440,0000,0000,0,37028,0000,0000,0,37873,0000,0000,0,38977,0000,0000,0,40131,0000,0000
"Shelby, TN",47157,0,428645,0000,0000,0,442652,0000,0000,0,428645,0000,0000,0,429023,0000,0000,0,429633,0000,0000,0,430898,0000,0000,0,432021,0000,0000,0,434073,0000,0000,0,435884,0000,0000,0,438533,0000,0000
"Smith, TN",47159,0,8720,0000,0000,0,9439,0000,0000,0,8720,0000,0000,0,8761,0000,0000,0,8836,0000,0000,0,8928,0000,0000,0,8984,0000,0000,0,9008,0000,0000,0,9099,0000,0000,0,9183,0000,0000
"Stewart, TN",47161,0,6158,0000,0000,0,6655,0000,0000,0,6158,0000,0000,0,6200,0000,0000,0,6247,0000,0000,0,6295,0000,0000,0,6290,0000,0000,0,6262,0000,0000,0,6366,0000,0000,0,6364,0000,0000
"Sullivan, TN",47163,0,73860,0000,0000,0,75826,0000,0000,0,73862,0000,0000,0,73797,0000,0000,0,73550,0000,0000,0,73610,0000,0000,0,73487,0000,0000,0,73150,0000,0000,0,73366,0000,0000,0,73501,0000,0000
"Sumner, TN",47165,0,63876,0000,0000,0,78389,0000,0000,0,63876,0000,0000,0,64231,0000,0000,0,65489,0000,0000,0,66679,0000,0000,0,67642,0000,0000,0,69222,0000,0000,0,70755,0000,0000,0,73098,0000,0000
"Tipton, TN",47167,0,25250,0000,0000,0,29946,0000,0000,0,25250,0000,0000,0,25382,0000,0000,0,25898,0000,0000,0,26138,0000,0000,0,26348,0000,0000,0,26552,0000,0000,0,27197,0000,0000,0,27794,0000,0000
"Trousdale, TN",47169,0,3573,0000,0000,0,3912,0000,0000,0,3573,0000,0000,0,3600,0000,0000,0,3612,0000,0000,0,3622,0000,0000,0,3614,0000,0000,0,3641,0000,0000,0,3707,0000,0000,0,3755,0000,0000
"Unicoi, TN",47171,0,8613,0000,0000,0,8963,0000,0000,0,8614,0000,0000,0,8624,0000,0000,0,8579,0000,0000,0,8594,0000,0000,0,8648,0000,0000,0,8625,0000,0000,0,8584,0000,0000,0,8668,0000,0000
"Union, TN",47173,0,8850,0000,0000,0,9524,0000,0000,0,8850,0000,0000,0,8885,0000,0000,0,9090,0000,0000,0,9150,0000,0000,0,9232,0000,0000,0,9239,0000,0000,0,9275,0000,0000,0,9328,0000,0000
"Van Buren, TN",47175,0,2744,0000,0000,0,2769,0000,0000,0,2744,0000,0000,0,2752,0000,0000,0,2732,0000,0000,0,2745,0000,0000,0,2697,0000,0000,0,2683,0000,0000,0,2689,0000,0000,0,2674,0000,0000
"Warren, TN",47177,0,18801,0000,0000,0,19653,0000,0000,0,18801,0000,0000,0,18867,0000,0000,0,19073,0000,0000,0,19084,0000,0000,0,19291,0000,0000,0,19396,0000,0000,0,19523,0000,0000,0,19649,0000,0000
"Washington, TN",47179,0,52177,0000,0000,0,60089,0000,0000,0,52177,0000,0000,0,52320,0000,0000,0,52371,0000,0000,0,53060,0000,0000,0,53450,0000,0000,0,53992,0000,0000,0,54704,0000,0000,0,55627,0000,0000
"Wayne, TN",47181,0,9244,0000,0000,0,9402,0000,0000,0,9244,0000,0000,0,9240,0000,0000,0,9451,0000,0000,0,9401,0000,0000,0,9345,0000,0000,0,9284,0000,0000,0,9265,0000,0000,0,9235,0000,0000
"Weakley, TN",47183,0,16924,0000,0000,0,17159,0000,0000,0,16924,0000,0000,0,16933,0000,0000,0,16687,0000,0000,0,16612,0000,0000,0,16487,0000,0000,0,16324,0000,0000,0,16328,0000,0000,0,16210,0000,0000
"White, TN",47185,0,11326,0000,0000,0,12640,0000,0000,0,11330,0000,0000,0,11340,0000,0000,0,11503,0000,0000,0,11567,0000,0000,0,11577,0000,0000,0,11716,0000,0000,0,11894,0000,0000,0,12042,0000,0000
"Williamson, TN",47187,0,62358,0000,0000,0,89336,0000,0000,0,62358,0000,0000,0,63089,0000,0000,0,65177,0000,0000,0,67190,0000,0000,0,69412,0000,0000,0,72081,0000,0000,0,75135,0000,0000,0,78694,0000,0000
"Wilson, TN",47189,0,43830,0000,0000,0,55834,0000,0000,0,43830,0000,0000,0,44065,0000,0000,0,44977,0000,0000,0,45989,0000,0000,0,46864,0000,0000,0,48017,0000,0000,0,49367,0000,0000,0,51146,0000,0000
TEXAS,48000,0,10352910,0000,0000,0,12472280,0000,0000,0,10352911,0000,0000,0,10401890,0000,0000,0,10603892,0000,0000,0,10801482,0000,0000,0,10972618,0000,0000,0,11159896,0000,0000,0,11361108,0000,0000,0,11643304,0000,0000
"Anderson, TX",48001,0,33562,0000,0000,0,35521,0000,0000,0,33561,0000,0000,0,33549,0000,0000,0,32555,0000,0000,0,32613,0000,0000,0,33805,0000,0000,0,33822,0000,0000,0,34062,0000,0000,0,34206,0000,0000
"Andrews, TX",48003,0,6380,0000,0000,0,7368,0000,0000,0,6380,0000,0000,0,6338,0000,0000,0,6280,0000,0000,0,6359,0000,0000,0,6319,0000,0000,0,6303,0000,0000,0,6285,0000,0000,0,6361,0000,0000
"Angelina, TX",48005,0,39329,0000,0000,0,42515,0000,0000,0,39329,0000,0000,0,39391,0000,0000,0,39321,0000,0000,0,39448,0000,0000,0,39631,0000,0000,0,39768,0000,0000,0,39874,0000,0000,0,40340,0000,0000
"Aransas, TX",48007,0,11187,0000,0000,0,11485,0000,0000,0,11188,0000,0000,0,11208,0000,0000,0,11201,0000,0000,0,11435,0000,0000,0,11587,0000,0000,0,11740,0000,0000,0,12044,0000,0000,0,11983,0000,0000
"Archer, TX",48009,0,4431,0000,0000,0,4563,0000,0000,0,4431,0000,0000,0,4465,0000,0000,0,4401,0000,0000,0,4448,0000,0000,0,4481,0000,0000,0,4517,0000,0000,0,4500,0000,0000,0,4487,0000,0000
"Armstrong, TX",48011,0,1036,0000,0000,0,928,0000,0000,0,1036,0000,0000,0,1048,0000,0000,0,1038,0000,0000,0,1003,0000,0000,0,990,0000,0000,0,1006,0000,0000,0,1026,0000,0000,0,1011,0000,0000
"Atascosa, TX",48013,0,18984,0000,0000,0,22130,0000,0000,0,18980,0000,0000,0,19109,0000,0000,0,19621,0000,0000,0,20112,0000,0000,0,20372,0000,0000,0,20762,0000,0000,0,20979,0000,0000,0,21268,0000,0000
"Austin, TX",48015,0,11582,0000,0000,0,14073,0000,0000,0,11582,0000,0000,0,11665,0000,0000,0,11902,0000,0000,0,12106,0000,0000,0,12332,0000,0000,0,12574,0000,0000,0,12731,0000,0000,0,12944,0000,0000
"Bailey, TX",48017,0,3229,0000,0000,0,3621,0000,0000,0,3229,0000,0000,0,3227,0000,0000,0,3206,0000,0000,0,3177,0000,0000,0,3199,0000,0000,0,3215,0000,0000,0,3225,0000,0000,0,3176,0000,0000
"Bandera, TX",48019,0,8780,0000,0000,0,10172,0000,0000,0,8779,0000,0000,0,8872,0000,0000,0,9072,0000,0000,0,9345,0000,0000,0,9528,0000,0000,0,9606,0000,0000,0,9709,0000,0000,0,9855,0000,0000
"Bastrop, TX",48021,0,29638,0000,0000,0,37997,0000,0000,0,29630,0000,0000,0,29925,0000,0000,0,31446,0000,0000,0,32673,0000,0000,0,33839,0000,0000,0,34540,0000,0000,0,35175,0000,0000,0,35956,0000,0000
"Baylor, TX",48023,0,1933,0000,0000,0,1795,0000,0000,0,1933,0000,0000,0,1929,0000,0000,0,1872,0000,0000,0,1861,0000,0000,0,1877,0000,0000,0,1866,0000,0000,0,1835,0000,0000,0,1826,0000,0000
"Bee, TX",48025,0,19330,0000,0000,0,19063,0000,0000,0,19330,0000,0000,0,19278,0000,0000,0,18872,0000,0000,0,19106,0000,0000,0,19928,0000,0000,0,19855,0000,0000,0,19774,0000,0000,0,19660,0000,0000
"Bell, TX",48027,0,119467,0000,0000,0,153464,0000,0000,0,119465,0000,0000,0,120046,0000,0000,0,121728,0000,0000,0,123919,0000,0000,0,125250,0000,0000,0,126464,0000,0000,0,129476,0000,0000,0,131864,0000,0000
"Bexar, TX",48029,0,677541,0000,0000,0,840840,0000,0000,0,677544,0000,0000,0,679990,0000,0000,0,688313,0000,0000,0,701052,0000,0000,0,710646,0000,0000,0,723983,0000,0000,0,736280,0000,0000,0,756050,0000,0000
"Blanco, TX",48031,0,4160,0000,0000,0,5300,0000,0000,0,4160,0000,0000,0,4179,0000,0000,0,4273,0000,0000,0,4314,0000,0000,0,4331,0000,0000,0,4401,0000,0000,0,4457,0000,0000,0,4465,0000,0000
"Borden, TX",48033,0,370,0000,0000,0,335,0000,0000,0,370,0000,0000,0,363,0000,0000,0,341,0000,0000,0,346,0000,0000,0,334,0000,0000,0,334,0000,0000,0,315,0000,0000,0,311,0000,0000
"Bosque, TX",48035,0,8420,0000,0000,0,9053,0000,0000,0,8420,0000,0000,0,8440,0000,0000,0,8472,0000,0000,0,8536,0000,0000,0,8595,0000,0000,0,8695,0000,0000,0,8741,0000,0000,0,8746,0000,0000
"Bowie, TX",48037,0,45043,0000,0000,0,46758,0000,0000,0,45047,0000,0000,0,45020,0000,0000,0,45030,0000,0000,0,45055,0000,0000,0,45141,0000,0000,0,45298,0000,0000,0,45460,0000,0000,0,46024,0000,0000
"Brazoria, TX",48039,0,124837,0000,0000,0,159000,0000,0000,0,124837,0000,0000,0,125554,0000,0000,0,128237,0000,0000,0,131869,0000,0000,0,134772,0000,0000,0,138115,0000,0000,0,141124,0000,0000,0,146064,0000,0000
"Brazos, TX",48041,0,76983,0000,0000,0,98630,0000,0000,0,76979,0000,0000,0,77162,0000,0000,0,77848,0000,0000,0,79364,0000,0000,0,80773,0000,0000,0,81714,0000,0000,0,82994,0000,0000,0,85098,0000,0000
"Brewster, TX",48043,0,4411,0000,0000,0,4636,0000,0000,0,4411,0000,0000,0,4416,0000,0000,0,4459,0000,0000,0,4538,0000,0000,0,4624,0000,0000,0,4598,0000,0000,0,4536,0000,0000,0,4561,0000,0000
"Briscoe, TX",48045,0,872,0000,0000,0,815,0000,0000,0,872,0000,0000,0,866,0000,0000,0,840,0000,0000,0,827,0000,0000,0,826,0000,0000,0,821,0000,0000,0,790,0000,0000,0,769,0000,0000
"Brooks, TX",48047,0,3868,0000,0000,0,3579,0000,0000,0,3868,0000,0000,0,3855,0000,0000,0,3700,0000,0000,0,3709,0000,0000,0,3687,0000,0000,0,3677,0000,0000,0,3661,0000,0000,0,3629,0000,0000
"Brown, TX",48049,0,18587,0000,0000,0,18838,0000,0000,0,18587,0000,0000,0,18610,0000,0000,0,18599,0000,0000,0,18694,0000,0000,0,18537,0000,0000,0,18824,0000,0000,0,18978,0000,0000,0,19103,0000,0000
"Burleson, TX",48051,0,8011,0000,0000,0,8504,0000,0000,0,8011,0000,0000,0,8047,0000,0000,0,8084,0000,0000,0,8073,0000,0000,0,8144,0000,0000,0,8151,0000,0000,0,8225,0000,0000,0,8109,0000,0000
"Burnet, TX",48053,0,16529,0000,0000,0,20989,0000,0000,0,16537,0000,0000,0,16734,0000,0000,0,17440,0000,0000,0,18068,0000,0000,0,18581,0000,0000,0,19230,0000,0000,0,19765,0000,0000,0,20545,0000,0000
"Caldwell, TX",48055,0,15891,0000,0000,0,19180,0000,0000,0,15886,0000,0000,0,16029,0000,0000,0,16661,0000,0000,0,17175,0000,0000,0,17459,0000,0000,0,17876,0000,0000,0,17960,0000,0000,0,18007,0000,0000
"Calhoun, TX",48057,0,10369,0000,0000,0,10847,0000,0000,0,10369,0000,0000,0,10383,0000,0000,0,10391,0000,0000,0,10248,0000,0000,0,10209,0000,0000,0,10210,0000,0000,0,10160,0000,0000,0,10152,0000,0000
"Callahan, TX",48059,0,6267,0000,0000,0,6607,0000,0000,0,6267,0000,0000,0,6279,0000,0000,0,6172,0000,0000,0,6196,0000,0000,0,6241,0000,0000,0,6345,0000,0000,0,6398,0000,0000,0,6417,0000,0000
"Cameron, TX",48061,0,160509,0000,0000,0,195394,0000,0000,0,160509,0000,0000,0,161107,0000,0000,0,163970,0000,0000,0,167576,0000,0000,0,171359,0000,0000,0,175034,0000,0000,0,178009,0000,0000,0,180968,0000,0000
"Camp, TX",48063,0,5663,0000,0000,0,6086,0000,0000,0,5663,0000,0000,0,5691,0000,0000,0,5619,0000,0000,0,5712,0000,0000,0,5712,0000,0000,0,5791,0000,0000,0,5951,0000,0000,0,5998,0000,0000
"Carson, TX",48065,0,3188,0000,0000,0,3042,0000,0000,0,3188,0000,0000,0,3184,0000,0000,0,3125,0000,0000,0,3181,0000,0000,0,3116,0000,0000,0,3103,0000,0000,0,3129,0000,0000,0,3102,0000,0000
"Cass, TX",48067,0,14604,0000,0000,0,14777,0000,0000,0,14604,0000,0000,0,14585,0000,0000,0,14415,0000,0000,0,14374,0000,0000,0,14288,0000,0000,0,14233,0000,0000,0,14200,0000,0000,0,14148,0000,0000
"Castro, TX",48069,0,4153,0000,0000,0,4084,0000,0000,0,4153,0000,0000,0,4122,0000,0000,0,4036,0000,0000,0,3971,0000,0000,0,3902,0000,0000,0,3820,0000,0000,0,3756,0000,0000,0,3654,0000,0000
"Chambers, TX",48071,0,13055,0000,0000,0,17661,0000,0000,0,13055,0000,0000,0,13130,0000,0000,0,13339,0000,0000,0,13551,0000,0000,0,13681,0000,0000,0,13899,0000,0000,0,14092,0000,0000,0,14254,0000,0000
"Cherokee, TX",48073,0,23449,0000,0000,0,25850,0000,0000,0,23452,0000,0000,0,23487,0000,0000,0,23534,0000,0000,0,23519,0000,0000,0,23738,0000,0000,0,23886,0000,0000,0,24008,0000,0000,0,24176,0000,0000
"Childress, TX",48075,0,4517,0000,0000,0,4121,0000,0000,0,4517,0000,0000,0,4519,0000,0000,0,4475,0000,0000,0,4468,0000,0000,0,4557,0000,0000,0,4579,0000,0000,0,4524,0000,0000,0,4538,0000,0000
"Clay, TX",48077,0,5333,0000,0000,0,5283,0000,0000,0,5333,0000,0000,0,5378,0000,0000,0,5424,0000,0000,0,5537,0000,0000,0,5521,0000,0000,0,5539,0000,0000,0,5565,0000,0000,0,5504,0000,0000
"Cochran, TX",48079,0,1788,0000,0000,0,1535,0000,0000,0,1788,0000,0000,0,1774,0000,0000,0,1750,0000,0000,0,1666,0000,0000,0,1640,0000,0000,0,1570,0000,0000,0,1539,0000,0000,0,1493,0000,0000
"Coke, TX",48081,0,1932,0000,0000,0,1626,0000,0000,0,1932,0000,0000,0,1923,0000,0000,0,1913,0000,0000,0,1894,0000,0000,0,1878,0000,0000,0,1824,0000,0000,0,1811,0000,0000,0,1802,0000,0000
"Coleman, TX",48083,0,4430,0000,0000,0,4416,0000,0000,0,4430,0000,0000,0,4404,0000,0000,0,4348,0000,0000,0,4253,0000,0000,0,4170,0000,0000,0,4166,0000,0000,0,4110,0000,0000,0,4151,0000,0000
"Collin, TX",48085,0,245633,0000,0000,0,384363,0000,0000,0,245677,0000,0000,0,249909,0000,0000,0,269041,0000,0000,0,284934,0000,0000,0,298864,0000,0000,0,314561,0000,0000,0,330871,0000,0000,0,350540,0000,0000
"Collingsworth, TX",48087,0,1545,0000,0000,0,1498,0000,0000,0,1545,0000,0000,0,1539,0000,0000,0,1495,0000,0000,0,1497,0000,0000,0,1460,0000,0000,0,1459,0000,0000,0,1440,0000,0000,0,1428,0000,0000
"Colorado, TX",48089,0,9948,0000,0000,0,10347,0000,0000,0,9938,0000,0000,0,9928,0000,0000,0,9892,0000,0000,0,9971,0000,0000,0,10033,0000,0000,0,9993,0000,0000,0,9994,0000,0000,0,10026,0000,0000
"Comal, TX",48091,0,38221,0000,0000,0,53254,0000,0000,0,38221,0000,0000,0,38591,0000,0000,0,39981,0000,0000,0,41443,0000,0000,0,42832,0000,0000,0,44909,0000,0000,0,46778,0000,0000,0,49507,0000,0000
"Comanche, TX",48093,0,6861,0000,0000,0,6885,0000,0000,0,6861,0000,0000,0,6849,0000,0000,0,6709,0000,0000,0,6626,0000,0000,0,6566,0000,0000,0,6603,0000,0000,0,6631,0000,0000,0,6646,0000,0000
"Concho, TX",48095,0,2556,0000,0000,0,2793,0000,0000,0,2556,0000,0000,0,2551,0000,0000,0,2510,0000,0000,0,2500,0000,0000,0,2487,0000,0000,0,2469,0000,0000,0,2458,0000,0000,0,2392,0000,0000
"Cooke, TX",48097,0,17940,0000,0000,0,19056,0000,0000,0,17941,0000,0000,0,17993,0000,0000,0,18260,0000,0000,0,18560,0000,0000,0,18640,0000,0000,0,18768,0000,0000,0,18974,0000,0000,0,19021,0000,0000
"Coryell, TX",48099,0,38449,0000,0000,0,36892,0000,0000,0,38448,0000,0000,0,38459,0000,0000,0,37818,0000,0000,0,37258,0000,0000,0,36358,0000,0000,0,36218,0000,0000,0,36348,0000,0000,0,36066,0000,0000
"Cottle, TX",48101,0,887,0000,0000,0,713,0000,0000,0,887,0000,0000,0,884,0000,0000,0,829,0000,0000,0,817,0000,0000,0,807,0000,0000,0,804,0000,0000,0,788,0000,0000,0,756,0000,0000
"Crane, TX",48103,0,1945,0000,0000,0,2145,0000,0000,0,1945,0000,0000,0,1925,0000,0000,0,1889,0000,0000,0,1873,0000,0000,0,1841,0000,0000,0,1835,0000,0000,0,1810,0000,0000,0,1810,0000,0000
"Crockett, TX",48105,0,2031,0000,0000,0,1831,0000,0000,0,2031,0000,0000,0,2000,0000,0000,0,1912,0000,0000,0,1914,0000,0000,0,1924,0000,0000,0,1914,0000,0000,0,1908,0000,0000,0,1850,0000,0000
"Crosby, TX",48107,0,3371,0000,0000,0,2917,0000,0000,0,3371,0000,0000,0,3367,0000,0000,0,3333,0000,0000,0,3291,0000,0000,0,3217,0000,0000,0,3175,0000,0000,0,3129,0000,0000,0,3111,0000,0000
"Culberson, TX",48109,0,1507,0000,0000,0,1167,0000,0000,0,1507,0000,0000,0,1493,0000,0000,0,1453,0000,0000,0,1428,0000,0000,0,1388,0000,0000,0,1341,0000,0000,0,1310,0000,0000,0,1272,0000,0000
"Dallam, TX",48111,0,3142,0000,0000,0,3482,0000,0000,0,3142,0000,0000,0,3148,0000,0000,0,3123,0000,0000,0,3085,0000,0000,0,3066,0000,0000,0,3088,0000,0000,0,3070,0000,0000,0,3033,0000,0000
"Dallas, TX",48113,0,1108200,0000,0000,0,1171002,0000,0000,0,1108151,0000,0000,0,1111759,0000,0000,0,1135887,0000,0000,0,1144988,0000,0000,0,1149733,0000,0000,0,1156893,0000,0000,0,1169034,0000,0000,0,1188470,0000,0000
"Dawson, TX",48115,0,8305,0000,0000,0,7815,0000,0000,0,8303,0000,0000,0,8286,0000,0000,0,8273,0000,0000,0,8024,0000,0000,0,8015,0000,0000,0,7850,0000,0000,0,7861,0000,0000,0,7809,0000,0000
"Deaf Smith, TX",48117,0,9068,0000,0000,0,9652,0000,0000,0,9064,0000,0000,0,9037,0000,0000,0,8926,0000,0000,0,8922,0000,0000,0,8887,0000,0000,0,8952,0000,0000,0,8956,0000,0000,0,8927,0000,0000
"Delta, TX",48119,0,2588,0000,0000,0,2563,0000,0000,0,2588,0000,0000,0,2597,0000,0000,0,2604,0000,0000,0,2639,0000,0000,0,2625,0000,0000,0,2689,0000,0000,0,2659,0000,0000,0,2694,0000,0000
"Denton, TX",48121,0,215368,0000,0000,0,325960,0000,0000,0,215365,0000,0000,0,218386,0000,0000,0,231559,0000,0000,0,244116,0000,0000,0,255337,0000,0000,0,265916,0000,0000,0,278463,0000,0000,0,294181,0000,0000
"DeWitt, TX",48123,0,10276,0000,0000,0,10447,0000,0000,0,10273,0000,0000,0,10261,0000,0000,0,10323,0000,0000,0,10303,0000,0000,0,10281,0000,0000,0,10344,0000,0000,0,10439,0000,0000,0,10320,0000,0000
"Dickens, TX",48125,0,1565,0000,0000,0,1383,0000,0000,0,1565,0000,0000,0,1553,0000,0000,0,1523,0000,0000,0,1541,0000,0000,0,1533,0000,0000,0,1519,0000,0000,0,1486,0000,0000,0,1433,0000,0000
"Dimmit, TX",48127,0,4975,0000,0000,0,4839,0000,0000,0,4975,0000,0000,0,4964,0000,0000,0,4901,0000,0000,0,4901,0000,0000,0,4892,0000,0000,0,4823,0000,0000,0,4854,0000,0000,0,4820,0000,0000
"Donley, TX",48129,0,1859,0000,0000,0,1825,0000,0000,0,1859,0000,0000,0,1862,0000,0000,0,1867,0000,0000,0,1854,0000,0000,0,1900,0000,0000,0,1907,0000,0000,0,1874,0000,0000,0,1850,0000,0000
"Duval, TX",48131,0,6583,0000,0000,0,6077,0000,0000,0,6581,0000,0000,0,6546,0000,0000,0,6462,0000,0000,0,6412,0000,0000,0,6402,0000,0000,0,6405,0000,0000,0,6361,0000,0000,0,6293,0000,0000
"Eastland, TX",48133,0,8870,0000,0000,0,9071,0000,0000,0,8870,0000,0000,0,8875,0000,0000,0,8732,0000,0000,0,8821,0000,0000,0,8828,0000,0000,0,8862,0000,0000,0,8861,0000,0000,0,8848,0000,0000
"Ector, TX",48135,0,58914,0000,0000,0,67686,0000,0000,0,58914,0000,0000,0,58706,0000,0000,0,58728,0000,0000,0,59330,0000,0000,0,59432,0000,0000,0,60091,0000,0000,0,60616,0000,0000,0,61534,0000,0000
"Edwards, TX",48137,0,1095,0000,0000,0,1021,0000,0000,0,1095,0000,0000,0,1091,0000,0000,0,1048,0000,0000,0,1028,0000,0000,0,1010,0000,0000,0,1004,0000,0000,0,986,0000,0000,0,976,0000,0000
"Ellis, TX",48139,0,55196,0000,0000,0,73870,0000,0000,0,55197,0000,0000,0,55732,0000,0000,0,57493,0000,0000,0,59431,0000,0000,0,61554,0000,0000,0,63312,0000,0000,0,65697,0000,0000,0,68601,0000,0000
"El Paso, TX",48141,0,327771,0000,0000,0,387876,0000,0000,0,327771,0000,0000,0,328387,0000,0000,0,330062,0000,0000,0,331863,0000,0000,0,334157,0000,0000,0,338038,0000,0000,0,340921,0000,0000,0,346818,0000,0000
"Erath, TX",48143,0,16316,0000,0000,0,18605,0000,0000,0,16316,0000,0000,0,16340,0000,0000,0,16248,0000,0000,0,16444,0000,0000,0,16608,0000,0000,0,16911,0000,0000,0,17059,0000,0000,0,17464,0000,0000
"Falls, TX",48145,0,8577,0000,0000,0,8494,0000,0000,0,8577,0000,0000,0,8551,0000,0000,0,8431,0000,0000,0,8318,0000,0000,0,8276,0000,0000,0,8166,0000,0000,0,8085,0000,0000,0,8039,0000,0000
"Fannin, TX",48147,0,16627,0000,0000,0,17988,0000,0000,0,16627,0000,0000,0,16680,0000,0000,0,16660,0000,0000,0,16778,0000,0000,0,17040,0000,0000,0,17125,0000,0000,0,17335,0000,0000,0,17438,0000,0000
"Fayette, TX",48149,0,10549,0000,0000,0,12081,0000,0000,0,10556,0000,0000,0,10569,0000,0000,0,10758,0000,0000,0,10817,0000,0000,0,10834,0000,0000,0,10841,0000,0000,0,10891,0000,0000,0,10928,0000,0000
"Fisher, TX",48151,0,2092,0000,0000,0,1958,0000,0000,0,2092,0000,0000,0,2089,0000,0000,0,2038,0000,0000,0,2038,0000,0000,0,2005,0000,0000,0,1970,0000,0000,0,1970,0000,0000,0,1948,0000,0000
"Floyd, TX",48153,0,3761,0000,0000,0,3176,0000,0000,0,3761,0000,0000,0,3742,0000,0000,0,3610,0000,0000,0,3534,0000,0000,0,3580,0000,0000,0,3451,0000,0000,0,3376,0000,0000,0,3320,0000,0000
"Foard, TX",48155,0,752,0000,0000,0,637,0000,0000,0,752,0000,0000,0,749,0000,0000,0,756,0000,0000,0,723,0000,0000,0,717,0000,0000,0,715,0000,0000,0,690,0000,0000,0,688,0000,0000
"Fort Bend, TX",48157,0,176437,0000,0000,0,287368,0000,0000,0,176437,0000,0000,0,178596,0000,0000,0,186846,0000,0000,0,197741,0000,0000,0,207521,0000,0000,0,218154,0000,0000,0,228570,0000,0000,0,241589,0000,0000
"Franklin, TX",48159,0,4590,0000,0000,0,5215,0000,0000,0,4590,0000,0000,0,4598,0000,0000,0,4664,0000,0000,0,4693,0000,0000,0,4736,0000,0000,0,4823,0000,0000,0,5349,0000,0000,0,5361,0000,0000
"Freestone, TX",48161,0,9380,0000,0000,0,10437,0000,0000,0,9377,0000,0000,0,9405,0000,0000,0,9532,0000,0000,0,9662,0000,0000,0,9666,0000,0000,0,9754,0000,0000,0,9836,0000,0000,0,9936,0000,0000
"Frio, TX",48163,0,8911,0000,0000,0,10032,0000,0000,0,8911,0000,0000,0,8888,0000,0000,0,8867,0000,0000,0,8914,0000,0000,0,8869,0000,0000,0,8849,0000,0000,0,8838,0000,0000,0,8841,0000,0000
"Gaines, TX",48165,0,7122,0000,0000,0,8798,0000,0000,0,7122,0000,0000,0,7109,0000,0000,0,7011,0000,0000,0,6946,0000,0000,0,6995,0000,0000,0,7014,0000,0000,0,7091,0000,0000,0,7189,0000,0000
"Galveston, TX",48167,0,122480,0000,0000,0,144234,0000,0000,0,122480,0000,0000,0,122769,0000,0000,0,124710,0000,0000,0,127535,0000,0000,0,129923,0000,0000,0,132165,0000,0000,0,134627,0000,0000,0,136731,0000,0000
"Garza, TX",48169,0,2577,0000,0000,0,4092,0000,0000,0,2577,0000,0000,0,2571,0000,0000,0,2670,0000,0000,0,2649,0000,0000,0,2634,0000,0000,0,2671,0000,0000,0,2531,0000,0000,0,2576,0000,0000
"Gillespie, TX",48171,0,9841,0000,0000,0,11968,0000,0000,0,9841,0000,0000,0,9893,0000,0000,0,10005,0000,0000,0,10225,0000,0000,0,10485,0000,0000,0,10645,0000,0000,0,10823,0000,0000,0,11098,0000,0000
"Glasscock, TX",48173,0,733,0000,0000,0,649,0000,0000,0,733,0000,0000,0,731,0000,0000,0,703,0000,0000,0,700,0000,0000,0,701,0000,0000,0,682,0000,0000,0,675,0000,0000,0,639,0000,0000
"Goliad, TX",48175,0,3445,0000,0000,0,3596,0000,0000,0,3447,0000,0000,0,3472,0000,0000,0,3480,0000,0000,0,3484,0000,0000,0,3517,0000,0000,0,3482,0000,0000,0,3467,0000,0000,0,3482,0000,0000
"Gonzales, TX",48177,0,9239,0000,0000,0,9959,0000,0000,0,9239,0000,0000,0,9265,0000,0000,0,9290,0000,0000,0,9379,0000,0000,0,9496,0000,0000,0,9575,0000,0000,0,9707,0000,0000,0,9695,0000,0000
"Gray, TX",48179,0,11594,0000,0000,0,11703,0000,0000,0,11594,0000,0000,0,11515,0000,0000,0,11269,0000,0000,0,11065,0000,0000,0,10968,0000,0000,0,10828,0000,0000,0,10910,0000,0000,0,11042,0000,0000
"Grayson, TX",48181,0,53579,0000,0000,0,58917,0000,0000,0,53579,0000,0000,0,53783,0000,0000,0,54541,0000,0000,0,55040,0000,0000,0,55579,0000,0000,0,55859,0000,0000,0,56210,0000,0000,0,56918,0000,0000
"Gregg, TX",48183,0,53908,0000,0000,0,59468,0000,0000,0,53908,0000,0000,0,53872,0000,0000,0,54143,0000,0000,0,54665,0000,0000,0,55035,0000,0000,0,55331,0000,0000,0,55657,0000,0000,0,56438,0000,0000
"Grimes, TX",48185,0,12722,0000,0000,0,14487,0000,0000,0,12723,0000,0000,0,12757,0000,0000,0,12989,0000,0000,0,13193,0000,0000,0,13299,0000,0000,0,13364,0000,0000,0,13418,0000,0000,0,13530,0000,0000
